@RELATION pacman

@ATTRIBUTE pacx numeric
@ATTRIBUTE pacy numeric
@ATTRIBUTE legal_north {true, false}
@ATTRIBUTE legal_east {true, false}
@ATTRIBUTE legal_south {true, false}
@ATTRIBUTE legal_west {true, false}
@ATTRIBUTE g1_x NUMERIC
@ATTRIBUTE g1_y NUMERIC
@ATTRIBUTE g2_x NUMERIC
@ATTRIBUTE g2_y NUMERIC
@ATTRIBUTE g3_x NUMERIC
@ATTRIBUTE g3_y NUMERIC
@ATTRIBUTE g4_x NUMERIC
@ATTRIBUTE g4_y NUMERIC
@ATTRIBUTE g1_dis NUMERIC
@ATTRIBUTE g2_dis NUMERIC
@ATTRIBUTE g3_dis NUMERIC
@ATTRIBUTE g4_dis NUMERIC
@ATTRIBUTE num_walls NUMERIC
@ATTRIBUTE alive_ghosts NUMERIC
@ATTRIBUTE score NUMERIC
@ATTRIBUTE future_score NUMERIC
@ATTRIBUTE future_alive_ghosts NUMERIC
@ATTRIBUTE last_action {Stop, North, East, South, West}
@ATTRIBUTE g1_relPos {-1,0,1,2,3,4,5,6,7,8}
@ATTRIBUTE g2_relPos {-1,0,1,2,3,4,5,6,7,8}
@ATTRIBUTE g3_relPos {-1,0,1,2,3,4,5,6,7,8}
@ATTRIBUTE g4_relPos {-1,0,1,2,3,4,5,6,7,8}
@ATTRIBUTE g1_closest {true, false}
@ATTRIBUTE g2_closest {true, false}
@ATTRIBUTE g3_closest {true, false}
@ATTRIBUTE g4_closest {true, false}
@ATTRIBUTE norht_best {true, false}
@ATTRIBUTE east_best {true, false}
@ATTRIBUTE south_best {true, false}
@ATTRIBUTE west_best {true, false}
@ATTRIBUTE action {North, East, South, West}

@DATA
1,6,true,true,true,false,1,4,3,1,11,8,13,5,2,-1,12,13,0,3,187,186,3,South,5,-1,2,4,true,false,false,false,false,false,true,false,South
1,5,true,true,true,false,1,4,3,1,11,8,13,5,1,-1,13,12,0,3,186,285,2,South,5,-1,2,3,true,false,false,false,false,false,true,false,South
1,4,true,true,true,false,1,1,3,1,11,8,13,5,-1,-1,14,13,0,2,385,384,2,South,-1,-1,2,2,false,false,false,true,false,true,false,false,East
2,4,true,true,true,true,1,1,3,1,11,8,13,5,-1,-1,13,12,0,2,384,383,2,East,-1,-1,2,2,false,false,false,true,false,true,false,false,East
3,4,true,true,true,true,1,1,3,1,11,8,13,5,-1,-1,12,11,0,2,383,382,2,East,-1,-1,2,2,false,false,false,true,false,true,false,false,East
4,4,true,true,true,true,1,1,3,1,11,8,13,5,-1,-1,11,10,0,2,382,381,2,East,-1,-1,2,2,false,false,false,true,false,true,false,false,East
5,4,true,true,true,true,1,1,3,1,11,8,13,5,-1,-1,10,9,0,2,381,380,2,East,-1,-1,2,2,false,false,false,true,false,true,false,false,East
6,4,true,true,true,true,1,1,3,1,11,8,13,5,-1,-1,9,8,0,2,380,379,2,East,-1,-1,2,2,false,false,false,true,false,true,false,false,East
7,4,true,true,true,true,1,1,3,1,11,8,13,5,-1,-1,8,7,0,2,379,378,2,East,-1,-1,2,2,false,false,false,true,false,true,false,false,East
8,4,true,true,true,true,1,1,3,1,11,8,13,5,-1,-1,7,6,0,2,378,377,2,East,-1,-1,2,2,false,false,false,true,false,true,false,false,East
9,4,true,true,true,true,1,1,3,1,11,8,13,5,-1,-1,6,5,0,2,377,376,2,East,-1,-1,2,2,false,false,false,true,false,true,false,false,East
10,4,true,true,true,true,1,1,3,1,11,8,13,5,-1,-1,5,4,0,2,376,375,2,East,-1,-1,2,2,false,false,false,true,false,true,false,false,East
11,4,true,true,true,true,1,1,3,1,11,8,13,5,-1,-1,4,3,0,2,375,374,2,East,-1,-1,8,2,false,false,false,true,false,true,false,false,East
12,4,true,true,true,true,1,1,3,1,11,8,13,5,-1,-1,5,2,0,2,374,373,2,East,-1,-1,8,2,false,false,false,true,false,true,false,false,East
13,4,true,true,true,true,1,1,3,1,11,8,13,5,-1,-1,6,1,0,2,373,472,1,East,-1,-1,8,8,false,false,false,true,true,false,false,false,North
13,5,true,true,true,true,1,1,3,1,11,8,7,1,-1,-1,5,-1,0,1,572,571,1,North,-1,-1,8,-1,false,false,true,false,false,false,false,true,West
12,5,true,true,true,true,1,1,3,1,11,8,7,1,-1,-1,4,-1,0,1,571,570,1,West,-1,-1,8,-1,false,false,true,false,false,false,false,true,West
11,5,true,true,true,true,1,1,3,1,11,8,7,1,-1,-1,3,-1,0,1,570,569,1,West,-1,-1,8,-1,false,false,true,false,true,false,false,false,North
11,6,true,true,true,true,1,1,3,1,11,8,7,1,-1,-1,2,-1,0,1,569,568,1,North,-1,-1,8,-1,false,false,true,false,true,false,false,false,North
11,7,true,true,true,true,1,1,3,1,11,8,7,1,-1,-1,1,-1,0,1,568,667,0,North,-1,-1,8,-1,false,false,true,false,true,false,false,false,North
15,13,false,true,true,true,1,4,6,8,9,11,15,5,23,14,8,8,0,4,0,-1,4,Stop,6,6,6,5,false,false,true,false,false,false,false,true,West
14,13,false,true,true,true,1,4,6,8,9,11,15,5,22,13,7,9,0,4,-1,-2,4,West,6,6,6,4,false,false,true,false,false,false,false,true,West
13,13,false,true,true,true,1,4,6,8,9,11,15,5,21,12,6,10,0,4,-2,-3,4,West,6,6,6,4,false,false,true,false,false,false,false,true,West
12,13,false,true,true,true,1,4,6,8,9,11,15,5,20,11,5,11,0,4,-3,-4,4,West,6,6,6,4,false,false,true,false,false,false,false,true,West
11,13,false,true,true,true,1,4,6,8,9,11,15,5,19,10,4,12,0,4,-4,-5,4,West,6,6,6,4,false,false,true,false,false,false,false,true,West
10,13,false,true,true,true,1,4,6,8,9,11,15,5,18,9,3,13,0,4,-5,-6,4,West,6,6,6,4,false,false,true,false,false,false,false,true,West
9,13,false,true,true,true,1,4,6,8,9,11,15,5,17,8,2,14,0,4,-6,-7,4,West,6,6,5,4,false,false,true,false,false,false,true,false,South
9,12,true,true,true,true,1,4,6,8,9,11,15,5,16,7,1,13,0,4,-7,92,3,South,6,6,5,4,false,false,true,false,false,false,true,false,South
9,11,true,true,true,true,1,4,6,8,5,1,15,5,15,6,-1,12,0,3,192,191,3,South,6,6,-1,4,false,true,false,false,false,false,false,true,West
8,11,true,true,true,true,1,4,6,8,5,1,15,5,14,5,-1,13,0,3,191,190,3,West,6,6,-1,4,false,true,false,false,false,false,false,true,West
7,11,true,true,true,true,1,4,6,8,5,1,15,5,13,4,-1,14,0,3,190,189,3,West,6,6,-1,4,false,true,false,false,false,false,false,true,West
6,11,true,true,true,true,1,4,6,8,5,1,15,5,12,3,-1,15,0,3,189,188,3,West,6,5,-1,4,false,true,false,false,false,false,true,false,South
6,10,true,true,true,true,1,4,6,8,5,1,15,5,11,2,-1,14,0,3,188,187,3,South,6,5,-1,4,false,true,false,false,false,false,true,false,South
6,9,true,true,true,true,1,4,6,8,5,1,15,5,10,1,-1,13,0,3,187,286,2,South,6,5,-1,4,false,true,false,false,false,false,true,false,South
6,8,true,true,true,true,1,4,3,1,5,1,15,5,9,-1,-1,12,0,2,386,385,2,South,6,-1,-1,4,true,false,false,false,false,false,false,true,West
5,8,true,true,true,true,1,4,3,1,5,1,15,5,8,-1,-1,13,0,2,385,384,2,West,6,-1,-1,4,true,false,false,false,false,false,false,true,West
4,8,true,true,true,true,1,4,3,1,5,1,15,5,7,-1,-1,14,0,2,384,383,2,West,6,-1,-1,4,true,false,false,false,false,false,false,true,West
3,8,true,true,true,true,1,4,3,1,5,1,15,5,6,-1,-1,15,0,2,383,382,2,West,6,-1,-1,4,true,false,false,false,false,false,false,true,West
2,8,true,true,true,true,1,4,3,1,5,1,15,5,5,-1,-1,16,0,2,382,381,2,West,6,-1,-1,4,true,false,false,false,false,false,false,true,West
1,8,true,true,true,false,1,4,3,1,5,1,15,5,4,-1,-1,17,0,2,381,380,2,West,5,-1,-1,4,true,false,false,false,false,false,true,false,South
1,7,true,true,true,false,1,4,3,1,5,1,15,5,3,-1,-1,16,0,2,380,379,2,South,5,-1,-1,4,true,false,false,false,false,false,true,false,South
1,6,true,true,true,false,1,4,3,1,5,1,15,5,2,-1,-1,15,0,2,379,378,2,South,5,-1,-1,4,true,false,false,false,false,false,true,false,South
1,5,true,true,true,false,1,4,3,1,5,1,15,5,1,-1,-1,14,0,2,378,477,1,South,5,-1,-1,3,true,false,false,false,false,false,true,false,South
1,4,true,true,true,false,1,1,3,1,5,1,15,5,-1,-1,-1,15,0,1,577,576,1,South,-1,-1,-1,2,false,false,false,true,false,true,false,false,East
2,4,true,true,true,true,1,1,3,1,5,1,15,5,-1,-1,-1,14,0,1,576,575,1,East,-1,-1,-1,2,false,false,false,true,false,true,false,false,East
3,4,true,true,true,true,1,1,3,1,5,1,15,5,-1,-1,-1,13,0,1,575,574,1,East,-1,-1,-1,2,false,false,false,true,false,true,false,false,East
4,4,true,true,true,true,1,1,3,1,5,1,15,5,-1,-1,-1,12,0,1,574,573,1,East,-1,-1,-1,2,false,false,false,true,false,true,false,false,East
5,4,true,true,true,true,1,1,3,1,5,1,15,5,-1,-1,-1,11,0,1,573,572,1,East,-1,-1,-1,2,false,false,false,true,false,true,false,false,East
6,4,true,true,true,true,1,1,3,1,5,1,15,5,-1,-1,-1,10,0,1,572,571,1,East,-1,-1,-1,2,false,false,false,true,false,true,false,false,East
7,4,true,true,true,true,1,1,3,1,5,1,15,5,-1,-1,-1,9,0,1,571,570,1,East,-1,-1,-1,2,false,false,false,true,false,true,false,false,East
8,4,true,true,true,true,1,1,3,1,5,1,15,5,-1,-1,-1,8,0,1,570,569,1,East,-1,-1,-1,2,false,false,false,true,false,true,false,false,East
9,4,true,true,true,true,1,1,3,1,5,1,15,5,-1,-1,-1,7,0,1,569,568,1,East,-1,-1,-1,2,false,false,false,true,false,true,false,false,East
10,4,true,true,true,true,1,1,3,1,5,1,15,5,-1,-1,-1,6,0,1,568,567,1,East,-1,-1,-1,2,false,false,false,true,false,true,false,false,East
11,4,true,true,true,true,1,1,3,1,5,1,15,5,-1,-1,-1,5,0,1,567,566,1,East,-1,-1,-1,2,false,false,false,true,false,true,false,false,East
12,4,true,true,true,true,1,1,3,1,5,1,15,5,-1,-1,-1,4,0,1,566,565,1,East,-1,-1,-1,2,false,false,false,true,false,true,false,false,East
13,4,true,true,true,true,1,1,3,1,5,1,15,5,-1,-1,-1,3,0,1,565,564,1,East,-1,-1,-1,2,false,false,false,true,false,true,false,false,East
14,4,true,true,true,true,1,1,3,1,5,1,15,5,-1,-1,-1,2,0,1,564,563,1,East,-1,-1,-1,2,false,false,false,true,false,true,false,false,East
15,4,true,true,true,true,1,1,3,1,5,1,15,5,-1,-1,-1,1,0,1,563,662,0,East,-1,-1,-1,8,false,false,false,true,true,false,false,false,North
