@RELATION pacman

@ATTRIBUTE pacx numeric
@ATTRIBUTE pacy numeric
@ATTRIBUTE legal_north {true, false}
@ATTRIBUTE legal_east {true, false}
@ATTRIBUTE legal_south {true, false}
@ATTRIBUTE legal_west {true, false}
@ATTRIBUTE g1_x NUMERIC
@ATTRIBUTE g1_y NUMERIC
@ATTRIBUTE g2_x NUMERIC
@ATTRIBUTE g2_y NUMERIC
@ATTRIBUTE g3_x NUMERIC
@ATTRIBUTE g3_y NUMERIC
@ATTRIBUTE g4_x NUMERIC
@ATTRIBUTE g4_y NUMERIC
@ATTRIBUTE g1_dis NUMERIC
@ATTRIBUTE g2_dis NUMERIC
@ATTRIBUTE g3_dis NUMERIC
@ATTRIBUTE g4_dis NUMERIC
@ATTRIBUTE num_walls NUMERIC
@ATTRIBUTE alive_ghosts NUMERIC
@ATTRIBUTE score NUMERIC
@ATTRIBUTE future_score NUMERIC
@ATTRIBUTE future_alive_ghosts NUMERIC
@ATTRIBUTE last_action {Stop, North, East, South, West}
@ATTRIBUTE g1_relPos {-1,0,1,2,3,4,5,6,7,8}
@ATTRIBUTE g2_relPos {-1,0,1,2,3,4,5,6,7,8}
@ATTRIBUTE g3_relPos {-1,0,1,2,3,4,5,6,7,8}
@ATTRIBUTE g4_relPos {-1,0,1,2,3,4,5,6,7,8}
@ATTRIBUTE g1_closest {true, false}
@ATTRIBUTE g2_closest {true, false}
@ATTRIBUTE g3_closest {true, false}
@ATTRIBUTE g4_closest {true, false}
@ATTRIBUTE norht_best {true, false}
@ATTRIBUTE east_best {true, false}
@ATTRIBUTE south_best {true, false}
@ATTRIBUTE west_best {true, false}
@ATTRIBUTE action {North, East, South, West}

@DATA
7,8,true,true,true,true,7,7,3,1,16,3,11,11,1,-1,14,7,0,3,189,288,2,South,5,-1,4,2,true,false,false,false,false,false,true,false,South
7,7,true,true,true,true,1,1,3,1,16,4,11,11,-1,-1,12,8,0,2,388,387,2,South,-1,-1,4,2,false,false,false,true,false,true,false,false,East
8,7,true,true,true,true,1,1,3,1,15,4,12,11,-1,-1,10,8,0,2,387,386,2,East,-1,-1,4,2,false,false,false,true,false,true,false,false,East
9,7,true,true,true,true,1,1,3,1,14,4,13,11,-1,-1,8,8,0,2,386,385,2,East,-1,-1,4,2,false,false,true,false,false,true,false,false,East
10,7,true,true,true,true,1,1,3,1,13,4,13,11,-1,-1,6,7,0,2,385,384,2,East,-1,-1,4,2,false,false,true,false,false,true,false,false,East
11,7,true,true,true,true,1,1,3,1,14,4,12,11,-1,-1,6,5,0,2,384,383,2,East,-1,-1,4,2,false,false,false,true,false,true,false,false,East
12,7,true,true,true,true,1,1,3,1,14,5,13,11,-1,-1,4,5,0,2,383,382,2,East,-1,-1,4,2,false,false,true,false,false,true,false,false,East
13,7,true,true,true,true,1,1,3,1,13,5,13,10,-1,-1,2,3,0,2,382,381,2,East,-1,-1,5,8,false,false,true,false,false,false,true,false,South
13,6,true,true,true,true,1,1,3,1,14,5,14,10,-1,-1,2,5,0,2,381,380,2,South,-1,-1,4,2,false,false,true,false,false,true,false,false,East
14,6,true,true,true,true,1,1,3,1,13,5,14,9,-1,-1,2,3,0,2,380,379,2,East,-1,-1,6,8,false,false,true,false,false,false,false,true,West
13,6,true,true,true,true,1,1,3,1,13,5,15,9,-1,-1,1,5,0,2,379,478,1,West,-1,-1,5,2,false,false,true,false,false,false,true,false,South
13,5,true,true,true,true,1,1,3,1,5,1,16,9,-1,-1,-1,7,0,1,578,577,1,South,-1,-1,-1,2,false,false,false,true,false,true,false,false,East
14,5,true,true,true,true,1,1,3,1,5,1,16,10,-1,-1,-1,7,0,1,577,576,1,East,-1,-1,-1,2,false,false,false,true,false,true,false,false,East
15,5,true,true,true,true,1,1,3,1,5,1,17,10,-1,-1,-1,7,0,1,576,575,1,East,-1,-1,-1,2,false,false,false,true,false,true,false,false,East
16,5,true,true,true,true,1,1,3,1,5,1,17,10,-1,-1,-1,6,0,1,575,574,1,East,-1,-1,-1,2,false,false,false,true,false,true,false,false,East
17,5,true,false,true,true,1,1,3,1,5,1,17,9,-1,-1,-1,4,0,1,574,573,1,East,-1,-1,-1,8,false,false,false,true,true,false,false,false,North
17,6,true,false,true,true,1,1,3,1,5,1,16,9,-1,-1,-1,4,0,1,573,572,1,North,-1,-1,-1,8,false,false,false,true,false,false,false,true,West
16,6,true,true,true,true,1,1,3,1,5,1,16,9,-1,-1,-1,3,0,1,572,571,1,West,-1,-1,-1,8,false,false,false,true,true,false,false,false,North
16,7,true,true,true,true,1,1,3,1,5,1,16,9,-1,-1,-1,2,0,1,571,570,1,North,-1,-1,-1,8,false,false,false,true,true,false,false,false,North
16,8,true,true,true,true,1,1,3,1,5,1,16,9,-1,-1,-1,1,0,1,570,669,0,North,-1,-1,-1,8,false,false,false,true,true,false,false,false,North
1,3,true,true,false,false,4,5,4,11,14,5,14,11,5,11,15,21,0,4,0,-1,4,Stop,2,2,2,2,true,false,false,false,false,true,false,false,East
2,3,true,true,false,true,4,4,4,10,15,5,14,10,3,9,15,19,0,4,-1,-2,4,East,2,2,2,2,true,false,false,false,false,true,false,false,East
3,3,true,true,false,true,4,3,5,10,14,5,14,11,1,9,13,19,0,4,-2,97,3,East,3,2,2,2,true,false,false,false,false,true,false,false,East
4,3,true,true,false,true,1,1,5,10,15,5,14,12,-1,8,13,19,0,3,197,196,3,East,-1,2,2,2,false,true,false,false,false,true,false,false,East
5,3,true,true,false,true,1,1,6,10,16,5,14,13,-1,8,13,19,0,3,196,195,3,East,-1,2,2,2,false,true,false,false,false,true,false,false,East
6,3,true,true,false,true,1,1,7,10,16,6,14,12,-1,8,13,17,0,3,195,194,3,East,-1,2,2,2,false,true,false,false,false,true,false,false,East
7,3,true,true,false,true,1,1,7,9,17,6,15,12,-1,6,13,17,0,3,194,193,3,East,-1,8,2,2,false,true,false,false,true,false,false,false,North
7,4,true,true,true,true,1,1,8,9,17,6,15,11,-1,6,12,15,0,3,193,192,3,North,-1,2,2,2,false,true,false,false,false,true,false,false,East
8,4,true,true,true,true,1,1,8,9,17,7,16,11,-1,5,12,15,0,3,192,191,3,East,-1,8,2,2,false,true,false,false,true,false,false,false,North
8,5,true,true,true,true,1,1,9,9,17,8,16,12,-1,5,12,15,0,3,191,190,3,North,-1,2,2,2,false,true,false,false,false,true,false,false,East
9,5,true,true,true,true,1,1,9,8,17,9,17,12,-1,3,12,15,0,3,190,189,3,East,-1,8,2,2,false,true,false,false,true,false,false,false,North
9,6,true,true,true,true,1,1,9,7,17,10,17,11,-1,1,12,13,0,3,189,288,2,North,-1,8,2,2,false,true,false,false,true,false,false,false,North
9,7,true,true,true,true,1,1,3,1,16,10,17,11,-1,-1,10,12,0,2,388,387,2,North,-1,-1,2,2,false,false,true,false,false,true,false,false,East
10,7,true,true,true,true,1,1,3,1,16,11,16,11,-1,-1,10,10,0,2,387,386,2,East,-1,-1,2,2,false,false,true,false,false,true,false,false,East
11,7,true,true,true,true,1,1,3,1,16,11,16,10,-1,-1,9,8,0,2,386,385,2,East,-1,-1,2,2,false,false,false,true,false,true,false,false,East
12,7,true,true,true,true,1,1,3,1,17,11,16,11,-1,-1,9,8,0,2,385,384,2,East,-1,-1,2,2,false,false,false,true,false,true,false,false,East
13,7,true,true,true,true,1,1,3,1,17,10,16,11,-1,-1,7,7,0,2,384,383,2,East,-1,-1,2,2,false,false,true,false,false,true,false,false,East
14,7,true,true,true,true,1,1,3,1,17,9,15,11,-1,-1,5,5,0,2,383,382,2,East,-1,-1,2,2,false,false,true,false,false,true,false,false,East
15,7,true,true,true,true,1,1,3,1,16,9,16,11,-1,-1,3,5,0,2,382,381,2,East,-1,-1,2,2,false,false,true,false,false,true,false,false,East
16,7,true,true,true,true,1,1,3,1,15,9,16,11,-1,-1,3,4,0,2,381,380,2,East,-1,-1,8,8,false,false,true,false,false,false,false,true,West
15,7,true,true,true,true,1,1,3,1,15,10,16,10,-1,-1,3,4,0,2,380,379,2,West,-1,-1,8,2,false,false,true,false,true,false,false,false,North
15,8,true,true,true,true,1,1,3,1,16,10,17,10,-1,-1,3,4,0,2,379,378,2,North,-1,-1,2,2,false,false,true,false,false,true,false,false,East
16,8,true,true,true,true,1,1,3,1,16,10,17,9,-1,-1,2,2,0,2,378,377,2,East,-1,-1,8,2,false,false,true,false,true,false,false,false,North
16,9,true,true,true,true,1,1,3,1,5,1,17,9,-1,-1,-1,1,0,1,577,676,0,North,-1,-1,-1,3,false,false,false,true,false,true,false,false,East
17,3,true,false,false,true,4,5,4,11,14,5,14,11,15,21,5,11,0,4,0,-1,4,Stop,8,8,8,8,false,false,true,false,false,false,false,true,West
16,3,true,true,false,true,5,5,4,10,15,5,13,11,13,19,3,11,0,4,-1,-2,4,West,8,8,8,8,false,false,true,false,false,false,false,true,West
15,3,true,true,false,true,5,5,4,9,15,5,13,11,12,17,2,10,0,4,-2,-3,4,West,8,8,8,8,false,false,true,false,true,false,false,false,North
15,4,true,true,true,true,5,6,4,10,16,5,12,11,12,17,2,10,0,4,-3,-4,4,North,8,8,2,8,false,false,true,false,false,true,false,false,East
16,4,true,true,true,true,5,6,4,9,16,6,13,11,13,17,2,10,0,4,-4,-5,4,East,8,8,8,8,false,false,true,false,true,false,false,false,North
16,5,true,true,true,true,5,5,4,9,16,6,12,11,11,16,1,10,0,4,-5,94,3,North,7,8,8,8,false,false,true,false,true,false,false,false,North
16,6,true,true,true,true,5,5,4,8,5,1,13,11,12,14,-1,8,0,3,194,193,3,North,6,8,-1,8,false,false,false,true,false,false,false,true,West
15,6,true,true,true,true,6,5,3,8,5,1,13,10,10,14,-1,6,0,3,193,192,3,West,6,8,-1,8,false,false,false,true,false,false,false,true,West
14,6,true,true,true,true,6,4,3,9,5,1,13,10,10,14,-1,5,0,3,192,191,3,West,6,8,-1,8,false,false,false,true,false,false,false,true,West
13,6,true,true,true,true,6,4,3,9,5,1,12,10,9,13,-1,5,0,3,191,190,3,West,6,8,-1,8,false,false,false,true,false,false,false,true,West
12,6,true,true,true,true,5,4,4,9,5,1,12,9,9,11,-1,3,0,3,190,189,3,West,6,8,-1,8,false,false,false,true,true,false,false,false,North
12,7,true,true,true,true,5,4,5,9,5,1,13,9,10,9,-1,3,0,3,189,188,3,North,6,8,-1,2,false,false,false,true,false,true,false,false,East
13,7,true,true,true,true,4,4,5,9,5,1,12,9,12,10,-1,3,0,3,188,187,3,East,6,8,-1,8,false,false,false,true,false,false,false,true,West
12,7,true,true,true,true,4,3,5,9,5,1,12,8,12,9,-1,1,0,3,187,286,2,West,6,8,-1,8,false,false,false,true,true,false,false,false,North
12,8,true,true,true,true,5,3,5,10,5,1,7,1,12,9,-1,-1,0,2,386,385,2,North,6,8,-1,-1,false,true,false,false,false,false,false,true,West
11,8,true,true,true,true,4,3,6,10,5,1,7,1,12,7,-1,-1,0,2,385,384,2,West,6,8,-1,-1,false,true,false,false,false,false,false,true,West
10,8,true,true,true,true,5,3,7,10,5,1,7,1,10,5,-1,-1,0,2,384,383,2,West,6,8,-1,-1,false,true,false,false,false,false,false,true,West
9,8,true,true,true,true,5,4,6,10,5,1,7,1,8,5,-1,-1,0,2,383,382,2,West,6,8,-1,-1,false,true,false,false,false,false,false,true,West
8,8,true,true,true,true,5,3,6,10,5,1,7,1,8,4,-1,-1,0,2,382,381,2,West,6,8,-1,-1,false,true,false,false,false,false,false,true,West
7,8,true,true,true,true,5,3,6,11,5,1,7,1,7,4,-1,-1,0,2,381,380,2,West,6,8,-1,-1,false,true,false,false,false,false,false,true,West
6,8,true,true,true,true,4,3,7,11,5,1,7,1,7,4,-1,-1,0,2,380,379,2,West,6,2,-1,-1,false,true,false,false,false,true,false,false,East
7,8,true,true,true,true,5,3,7,10,5,1,7,1,7,2,-1,-1,0,2,379,378,2,East,6,8,-1,-1,false,true,false,false,true,false,false,false,North
7,9,true,true,true,true,6,3,3,1,5,1,7,1,7,-1,-1,-1,0,1,578,577,1,North,6,-1,-1,-1,true,false,false,false,false,false,false,true,West
6,9,true,true,true,true,7,3,3,1,5,1,7,1,7,-1,-1,-1,0,1,577,576,1,West,4,-1,-1,-1,true,false,false,false,false,true,false,false,East
7,9,true,true,true,true,6,3,3,1,5,1,7,1,7,-1,-1,-1,0,1,576,575,1,East,6,-1,-1,-1,true,false,false,false,false,false,false,true,West
6,9,true,true,true,true,5,3,3,1,5,1,7,1,7,-1,-1,-1,0,1,575,574,1,West,6,-1,-1,-1,true,false,false,false,false,false,false,true,West
5,9,true,true,true,true,6,3,3,1,5,1,7,1,7,-1,-1,-1,0,1,574,573,1,West,4,-1,-1,-1,true,false,false,false,false,true,false,false,East
6,9,true,true,true,true,6,3,3,1,5,1,7,1,6,-1,-1,-1,0,1,573,572,1,East,5,-1,-1,-1,true,false,false,false,false,false,true,false,South
6,8,true,true,true,true,6,3,3,1,5,1,7,1,5,-1,-1,-1,0,1,572,571,1,South,5,-1,-1,-1,true,false,false,false,false,false,true,false,South
6,7,true,true,true,true,5,3,3,1,5,1,7,1,5,-1,-1,-1,0,1,571,570,1,South,6,-1,-1,-1,true,false,false,false,false,false,false,true,West
5,7,true,true,true,true,5,4,3,1,5,1,7,1,3,-1,-1,-1,0,1,570,569,1,West,5,-1,-1,-1,true,false,false,false,false,false,true,false,South
5,6,true,true,true,true,6,4,3,1,5,1,7,1,3,-1,-1,-1,0,1,569,568,1,South,4,-1,-1,-1,true,false,false,false,false,true,false,false,East
6,6,true,true,true,true,6,5,3,1,5,1,7,1,1,-1,-1,-1,0,1,568,667,0,East,5,-1,-1,-1,true,false,false,false,false,false,true,false,South
17,13,false,false,true,true,4,5,4,11,14,5,14,11,21,15,11,5,0,4,0,-1,4,Stop,6,6,6,6,false,false,false,true,false,false,false,true,West
16,13,false,true,true,true,4,6,4,12,14,6,15,11,19,13,9,3,0,4,-1,-2,4,West,6,6,6,6,false,false,false,true,false,false,false,true,West
15,13,false,true,true,true,4,5,5,12,14,7,15,10,19,11,7,3,0,4,-2,-3,4,West,6,6,6,5,false,false,false,true,false,false,true,false,South
15,12,true,true,true,true,3,5,5,11,14,7,15,9,19,11,6,3,0,4,-3,-4,4,South,6,6,6,5,false,false,false,true,false,false,true,false,South
15,11,true,true,true,true,4,5,5,11,13,7,15,8,17,10,6,3,0,4,-4,-5,4,South,6,7,6,5,false,false,false,true,false,false,true,false,South
15,10,true,true,true,true,4,4,4,11,12,7,15,8,17,12,6,2,0,4,-5,-6,4,South,6,8,6,5,false,false,false,true,false,false,true,false,South
15,9,true,true,true,true,4,5,4,11,12,7,15,7,15,13,5,2,0,4,-6,-7,4,South,6,8,6,5,false,false,false,true,false,false,true,false,South
15,8,true,true,true,true,5,5,4,11,11,7,15,7,13,14,5,1,0,4,-7,92,3,South,6,8,6,5,false,false,false,true,false,false,true,false,South
15,7,true,true,true,true,6,5,5,11,11,7,7,1,11,14,4,-1,0,3,192,191,3,South,6,8,7,-1,false,false,true,false,false,false,false,true,West
14,7,true,true,true,true,6,6,6,11,10,7,7,1,9,12,4,-1,0,3,191,190,3,West,6,8,7,-1,false,false,true,false,false,false,false,true,West
13,7,true,true,true,true,6,7,6,11,10,6,7,1,7,11,4,-1,0,3,190,189,3,West,7,8,6,-1,false,false,true,false,false,false,false,true,West
12,7,true,true,true,true,6,6,6,12,9,6,7,1,7,11,4,-1,0,3,189,188,3,West,6,8,6,-1,false,false,true,false,false,false,false,true,West
11,7,true,true,true,true,6,6,6,13,10,6,7,1,6,11,2,-1,0,3,188,187,3,West,6,8,6,-1,false,false,true,false,false,false,false,true,West
10,7,true,true,true,true,5,6,6,12,10,6,7,1,6,9,1,-1,0,3,187,286,2,West,6,8,5,-1,false,false,true,false,false,false,true,false,South
10,6,true,true,true,true,5,7,5,12,5,1,7,1,6,11,-1,-1,0,2,386,385,2,South,8,8,-1,-1,true,false,false,false,false,false,false,true,West
9,6,true,true,true,true,5,6,4,12,5,1,7,1,4,11,-1,-1,0,2,385,384,2,West,7,8,-1,-1,true,false,false,false,false,false,false,true,West
8,6,true,true,true,true,4,6,4,11,5,1,7,1,4,9,-1,-1,0,2,384,383,2,West,7,8,-1,-1,true,false,false,false,false,false,false,true,West
7,6,true,true,true,true,4,6,4,12,5,1,7,1,3,9,-1,-1,0,2,383,382,2,West,7,8,-1,-1,true,false,false,false,false,false,false,true,West
6,6,true,true,true,true,4,6,4,11,5,1,7,1,2,7,-1,-1,0,2,382,381,2,West,7,8,-1,-1,true,false,false,false,false,false,false,true,West
5,6,true,true,true,true,3,6,5,11,5,1,7,1,2,5,-1,-1,0,2,381,380,2,West,7,8,-1,-1,true,false,false,false,false,false,false,true,West
4,6,true,true,true,true,1,1,4,11,5,1,7,1,-1,5,-1,-1,0,1,580,579,1,West,-1,8,-1,-1,false,true,false,false,true,false,false,false,North
4,7,true,true,true,true,1,1,4,10,5,1,7,1,-1,3,-1,-1,0,1,579,578,1,North,-1,8,-1,-1,false,true,false,false,true,false,false,false,North
4,8,true,true,true,true,1,1,5,10,5,1,7,1,-1,3,-1,-1,0,1,578,577,1,North,-1,2,-1,-1,false,true,false,false,false,true,false,false,East
5,8,true,true,true,true,1,1,6,10,5,1,7,1,-1,3,-1,-1,0,1,577,576,1,East,-1,2,-1,-1,false,true,false,false,false,true,false,false,East
6,8,true,true,true,true,1,1,6,11,5,1,7,1,-1,3,-1,-1,0,1,576,575,1,East,-1,8,-1,-1,false,true,false,false,true,false,false,false,North
6,9,true,true,true,true,1,1,6,10,5,1,7,1,-1,1,-1,-1,0,1,575,674,0,North,-1,8,-1,-1,false,true,false,false,true,false,false,false,North
1,3,true,true,false,false,4,4,7,8,11,11,13,5,4,11,18,14,0,4,0,-1,4,Stop,2,2,2,2,true,false,false,false,false,true,false,false,East
2,3,true,true,false,true,3,4,7,8,11,10,12,5,2,10,16,12,0,4,-1,-2,4,East,2,2,2,2,true,false,false,false,false,true,false,false,East
3,3,true,true,false,true,3,4,6,8,11,11,13,5,1,8,16,12,0,4,-2,97,3,East,8,2,2,2,true,false,false,false,true,false,false,false,North
3,4,true,true,true,true,1,1,6,8,10,11,13,4,-1,7,14,10,0,3,197,196,3,North,-1,2,2,3,false,true,false,false,false,true,false,false,East
4,4,true,true,true,true,1,1,6,9,10,10,13,5,-1,7,12,10,0,3,196,195,3,East,-1,2,2,2,false,true,false,false,false,true,false,false,East
5,4,true,true,true,true,1,1,7,9,9,10,13,4,-1,7,10,8,0,3,195,194,3,East,-1,2,2,3,false,true,false,false,false,true,false,false,East
6,4,true,true,true,true,1,1,7,8,8,10,13,4,-1,5,8,7,0,3,194,193,3,East,-1,2,2,3,false,true,false,false,false,true,false,false,East
7,4,true,true,true,true,1,1,8,8,8,9,13,4,-1,5,6,6,0,3,193,192,3,East,-1,2,2,3,false,true,false,false,false,true,false,false,East
8,4,true,true,true,true,1,1,8,9,9,9,13,4,-1,5,6,5,0,3,192,191,3,East,-1,8,2,3,false,true,false,false,true,false,false,false,North
8,5,true,true,true,true,1,1,8,8,9,9,13,5,-1,3,5,5,0,3,191,190,3,North,-1,8,2,3,false,true,false,false,true,false,false,false,North
8,6,true,true,true,true,1,1,7,8,9,10,13,6,-1,3,5,5,0,3,190,189,3,North,-1,8,2,3,false,true,false,false,false,false,false,true,West
7,6,true,true,true,true,1,1,7,8,9,9,12,6,-1,2,5,5,0,3,189,188,3,West,-1,8,2,3,false,true,false,false,true,false,false,false,North
7,7,true,true,true,true,1,1,6,8,9,10,12,5,-1,2,5,7,0,3,188,187,3,North,-1,8,2,4,false,true,false,false,false,false,false,true,West
6,7,true,true,true,true,1,1,7,8,9,11,12,6,-1,2,7,7,0,3,187,186,3,West,-1,2,2,4,false,true,false,false,false,true,false,false,East
7,7,true,true,true,true,1,1,3,1,10,11,13,6,-1,-1,7,7,0,2,386,385,2,East,-1,-1,2,4,false,false,true,false,false,true,false,false,East
8,7,true,true,true,true,1,1,3,1,10,12,13,7,-1,-1,7,5,0,2,385,384,2,East,-1,-1,2,3,false,false,false,true,false,true,false,false,East
9,7,true,true,true,true,1,1,3,1,10,11,12,7,-1,-1,5,3,0,2,384,383,2,East,-1,-1,2,3,false,false,false,true,false,true,false,false,East
10,7,true,true,true,true,1,1,3,1,10,11,12,8,-1,-1,4,3,0,2,383,382,2,East,-1,-1,8,2,false,false,false,true,false,true,false,false,East
11,7,true,true,true,true,1,1,3,1,10,12,12,7,-1,-1,6,1,0,2,382,481,1,East,-1,-1,8,3,false,false,false,true,false,true,false,false,East
12,7,true,true,true,true,1,1,3,1,10,11,7,1,-1,-1,6,-1,0,1,581,580,1,East,-1,-1,8,-1,false,false,true,false,false,false,false,true,West
11,7,true,true,true,true,1,1,3,1,10,11,7,1,-1,-1,5,-1,0,1,580,579,1,West,-1,-1,8,-1,false,false,true,false,false,false,false,true,West
10,7,true,true,true,true,1,1,3,1,9,11,7,1,-1,-1,5,-1,0,1,579,578,1,West,-1,-1,8,-1,false,false,true,false,false,false,false,true,West
9,7,true,true,true,true,1,1,3,1,10,11,7,1,-1,-1,5,-1,0,1,578,577,1,West,-1,-1,2,-1,false,false,true,false,false,true,false,false,East
10,7,true,true,true,true,1,1,3,1,10,12,7,1,-1,-1,5,-1,0,1,577,576,1,East,-1,-1,8,-1,false,false,true,false,true,false,false,false,North
10,8,true,true,true,true,1,1,3,1,10,12,7,1,-1,-1,4,-1,0,1,576,575,1,North,-1,-1,8,-1,false,false,true,false,true,false,false,false,North
10,9,true,true,true,true,1,1,3,1,11,12,7,1,-1,-1,4,-1,0,1,575,574,1,North,-1,-1,2,-1,false,false,true,false,false,true,false,false,East
11,9,true,true,true,true,1,1,3,1,10,12,7,1,-1,-1,4,-1,0,1,574,573,1,East,-1,-1,8,-1,false,false,true,false,false,false,false,true,West
10,9,true,true,true,true,1,1,3,1,9,12,7,1,-1,-1,4,-1,0,1,573,572,1,West,-1,-1,8,-1,false,false,true,false,false,false,false,true,West
9,9,true,true,true,true,1,1,3,1,9,12,7,1,-1,-1,3,-1,0,1,572,571,1,West,-1,-1,8,-1,false,false,true,false,true,false,false,false,North
9,10,true,true,true,true,1,1,3,1,10,12,7,1,-1,-1,3,-1,0,1,571,570,1,North,-1,-1,2,-1,false,false,true,false,false,true,false,false,East
10,10,true,true,true,true,1,1,3,1,9,12,7,1,-1,-1,3,-1,0,1,570,569,1,East,-1,-1,8,-1,false,false,true,false,false,false,false,true,West
9,10,true,true,true,true,1,1,3,1,10,12,7,1,-1,-1,3,-1,0,1,569,568,1,West,-1,-1,2,-1,false,false,true,false,false,true,false,false,East
10,10,true,true,true,true,1,1,3,1,10,12,7,1,-1,-1,2,-1,0,1,568,567,1,East,-1,-1,8,-1,false,false,true,false,true,false,false,false,North
10,11,true,true,true,true,1,1,3,1,10,12,7,1,-1,-1,1,-1,0,1,567,666,0,North,-1,-1,8,-1,false,false,true,false,true,false,false,false,North
1,13,false,true,true,false,1,4,4,11,11,8,13,5,9,5,15,20,0,4,0,-1,4,Stop,5,4,4,4,false,true,false,false,false,true,false,false,East
2,13,false,true,true,true,1,4,4,12,11,8,13,6,10,3,14,18,0,4,-1,-2,4,East,6,4,4,4,false,true,false,false,false,true,false,false,East
3,13,false,true,true,true,1,4,4,13,10,8,13,5,11,1,12,18,0,4,-2,97,3,East,6,3,4,4,false,true,false,false,false,true,false,false,East
4,13,false,true,true,true,1,5,3,1,10,9,14,5,11,-1,10,18,0,3,197,196,3,East,6,-1,4,4,false,false,true,false,false,true,false,false,East
5,13,false,true,true,true,1,4,3,1,10,9,14,6,13,-1,9,16,0,3,196,195,3,East,6,-1,4,4,false,false,true,false,false,true,false,false,East
6,13,false,true,true,true,1,4,3,1,11,9,13,6,14,-1,9,14,0,3,195,194,3,East,6,-1,4,4,false,false,true,false,false,true,false,false,East
7,13,false,true,true,true,1,3,3,1,11,8,13,6,16,-1,9,13,0,3,194,193,3,East,6,-1,4,4,false,false,true,false,false,true,false,false,East
8,13,false,true,true,true,2,3,3,1,11,8,14,6,16,-1,8,13,0,3,193,192,3,East,6,-1,4,4,false,false,true,false,false,true,false,false,East
9,13,false,true,true,true,1,3,3,1,10,8,15,6,18,-1,6,13,0,3,192,191,3,East,6,-1,4,4,false,false,true,false,false,true,false,false,East
10,13,false,true,true,true,1,4,3,1,10,7,15,5,18,-1,6,13,0,3,191,190,3,East,6,-1,5,4,false,false,true,false,false,false,true,false,South
